ID,MEMBER,"TRANSACTION TYPE","WALLET TYPE",VALUE,DESCRIPTION,DATE
2093,BCM2a,EARNING,Cash,5000,"Team Bonus Earnings From Level 3 - check7","2024-09-08 06:49:00"
2094,check6,EARNING,Cash,75000,"10% instant cash back on product puchased from Re-purchase store","2024-09-08 06:42:22"
2095,check3,EARNING,Cash,50000,"10% instant cash back on product puchased from Re-purchase store","2024-09-08 06:35:36"
2096,BCM2,EARNING,Cash,350,"Indirect Referral Bonus From check5","2024-09-08 06:23:11"
2097,BCM2a,EARNING,Cash,6125,"Direct Referral Bonus From check5","2024-09-08 06:23:11"
2098,BCM1,EARNING,Cash,175,"Indirect Referral Bonus From check5","2024-09-08 06:23:11"
2099,BCM2a,EARNING,Cash,875,"Indirect Referral Bonus From check5","2024-09-08 06:23:11"
2100,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:23:11"
2101,BCM2a,EARNING,Cash,525,"Indirect Referral Bonus From check5","2024-09-08 06:23:11"
2102,BCM2a,EARNING,Cash,7000,"Team Bonus Earnings From Level 2 - check5","2024-09-08 06:22:56"
2103,BCM2,EARNING,Cash,350,"Indirect Referral Bonus From check4","2024-09-08 06:20:51"
2104,BCM2a,EARNING,Cash,875,"Indirect Referral Bonus From check4","2024-09-08 06:20:51"
2105,BCM1,EARNING,Cash,175,"Indirect Referral Bonus From check4","2024-09-08 06:20:51"
2106,BCM2a,EARNING,Cash,525,"Indirect Referral Bonus From check4","2024-09-08 06:20:51"
2107,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:20:51"
2108,BCM2a,EARNING,Cash,6125,"Direct Referral Bonus From check4","2024-09-08 06:20:51"
2109,BCM2,EARNING,Cash,350,"Indirect Referral Bonus From check3","2024-09-08 06:16:41"
2110,BCM2a,EARNING,Cash,6125,"Direct Referral Bonus From check3","2024-09-08 06:16:41"
2111,BCM1,EARNING,Cash,175,"Indirect Referral Bonus From check3","2024-09-08 06:16:41"
2112,BCM2a,EARNING,Cash,875,"Indirect Referral Bonus From check3","2024-09-08 06:16:41"
2113,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:16:41"
2114,BCM2a,EARNING,Cash,525,"Indirect Referral Bonus From check3","2024-09-08 06:16:41"
2115,BCM2,EARNING,Cash,2400,"Indirect Referral Bonus From check6","2024-09-08 06:13:33"
2116,BCM2a,EARNING,Cash,42000,"Direct Referral Bonus From check6","2024-09-08 06:13:33"
2117,BCM1,EARNING,Cash,1200,"Indirect Referral Bonus From check6","2024-09-08 06:13:33"
2118,BCM2a,EARNING,Cash,6000,"Indirect Referral Bonus From check6","2024-09-08 06:13:33"
2119,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:13:33"
2120,BCM2a,EARNING,Cash,3600,"Indirect Referral Bonus From check6","2024-09-08 06:13:33"
2121,Adiaha,EARNING,Cash,225,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2122,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2123,AUSTINLAHOR,EARNING,Cash,150,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2124,BossLady,EARNING,Cash,2625,"Direct Referral Bonus From LAURA","2024-09-08 06:06:10"
2125,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2126,BossLady,EARNING,Cash,75,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2127,BossLady,EARNING,Cash,450,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2128,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 06:06:10"
2129,BCM01,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:06:10"
2130,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 06:05:59"
2131,BCM01,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2132,Adiaha,EARNING,Cash,225,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2133,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2134,AUSTINLAHOR,EARNING,Cash,150,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2135,BossLady,EARNING,Cash,2625,"Direct Referral Bonus From LAURA","2024-09-08 06:05:59"
2136,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2137,BossLady,EARNING,Cash,75,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2138,BossLady,EARNING,Cash,450,"Indirect Referral Bonus From LAURA","2024-09-08 06:05:59"
2139,BCM2a,EARNING,Cash,2625,"Direct Referral Bonus From check2","2024-09-08 06:01:21"
2140,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:01:21"
2141,BCM2a,EARNING,Cash,375,"Indirect Referral Bonus From check2","2024-09-08 06:01:21"
2142,BCM2,EARNING,Cash,225,"Indirect Referral Bonus From check2","2024-09-08 06:01:21"
2143,BCM1,EARNING,Cash,150,"Indirect Referral Bonus From check2","2024-09-08 06:01:21"
2144,BCM2,EARNING,Cash,225,"Indirect Referral Bonus From check2","2024-09-08 06:01:13"
2145,BCM1,EARNING,Cash,150,"Indirect Referral Bonus From check2","2024-09-08 06:01:13"
2146,BCM2a,EARNING,Cash,2625,"Direct Referral Bonus From check2","2024-09-08 06:01:13"
2147,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 06:01:13"
2148,BCM2a,EARNING,Cash,375,"Indirect Referral Bonus From check2","2024-09-08 06:01:13"
2149,BCM2a,EARNING,Cash,6000,"Indirect Referral Bonus From check1","2024-09-08 05:59:25"
2150,BCM1,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-08 05:59:25"
2151,BCM2,EARNING,Cash,3600,"Indirect Referral Bonus From check1","2024-09-08 05:59:25"
2152,BCM1,EARNING,Cash,2400,"Indirect Referral Bonus From check1","2024-09-08 05:59:25"
2153,BCM2a,EARNING,Cash,42000,"Direct Referral Bonus From check1","2024-09-08 05:59:25"
2154,BCM1,EARNING,Cash,100,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2155,BossLady,EARNING,Cash,200,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2156,BossLady,EARNING,Cash,1200,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2157,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 03:21:37"
2158,BCM01,EARNING,Cash,100,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2159,Adiaha,EARNING,Cash,600,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2160,BCM3,EARNING,Cash,100,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2161,AUSTINLAHOR,EARNING,Cash,400,"Indirect Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2162,BossLady,EARNING,Cash,7000,"Direct Referral Bonus From OSONGAMA12","2024-09-08 03:21:37"
2163,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2164,TeamBCM,EARNING,Cash,37.5,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2165,Jamesonun,EARNING,Cash,225,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2166,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2167,BossLady,EARNING,Cash,37.5,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2168,Shoriz,EARNING,Cash,150,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2169,Shoriz,EARNING,Cash,2625,"Direct Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2170,"Jaylade Essentials",EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 01:17:54"
2171,BCM01,EARNING,Cash,37.5,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2172,Faithtiti,EARNING,Cash,75,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2173,Shoriz,EARNING,Cash,375,"Indirect Referral Bonus From Ekpoataha","2024-09-08 01:17:54"
2174,Shoriz,EARNING,Cash,1000,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2175,"Jaylade Essentials",EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 01:12:13"
2176,BCM01,EARNING,Cash,100,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2177,Faithtiti,EARNING,Cash,600,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2178,BCM3,EARNING,Cash,100,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2179,TeamBCM,EARNING,Cash,400,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2180,Shoriz,EARNING,Cash,7000,"Direct Referral Bonus From Twinkle","2024-09-08 01:12:13"
2181,BCM1,EARNING,Cash,100,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2182,BossLady,EARNING,Cash,200,"Indirect Referral Bonus From Twinkle","2024-09-08 01:12:13"
2183,BossLady,EARNING,Cash,7000,"Team Bonus Earnings From Level 4 - Twinkle","2024-09-08 01:11:57"
2184,Faithtiti,EARNING,Cash,7000,"Team Bonus Earnings From Level 2 - Twinkle","2024-09-08 01:11:56"
2185,BossLady,EARNING,Cash,600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2186,Yinkanathan,EARNING,Cash,600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2187,Faithtiti,EARNING,Cash,7200,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2188,BCM01,EARNING,Cash,600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2189,Faithtiti,EARNING,Cash,600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2190,Chokpa,EARNING,Cash,3600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2191,"Jaylade Essentials",EARNING,Cash,3000,"Stockist Registration Commission","2024-09-08 00:33:23"
2192,TeamBCM,EARNING,Cash,600,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2193,Faithtiti,EARNING,Cash,42000,"Direct Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2194,Prince,EARNING,Cash,2400,"Indirect Referral Bonus From Jaylade Essentials","2024-09-08 00:33:23"
2195,BCM1,EARNING,Cash,100,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2196,BossLady,EARNING,Cash,400,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2197,Faithtiti,EARNING,Cash,7000,"Direct Referral Bonus From Shoriz","2024-09-07 23:58:54"
2198,"Jaylade Essentials",EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 23:58:54"
2199,BCM01,EARNING,Cash,200,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2200,Faithtiti,EARNING,Cash,1200,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2201,BCM3,EARNING,Cash,100,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2202,TeamBCM,EARNING,Cash,600,"Indirect Referral Bonus From Shoriz","2024-09-07 23:58:54"
2203,BossLady,EARNING,Cash,7000,"Team Bonus Earnings From Level 3 - Shoriz","2024-09-07 23:58:42"
2204,BCM3,EARNING,Cash,600,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2205,AUSTINLAHOR,EARNING,Cash,3600,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2206,BCM1,EARNING,Cash,600,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2207,BossLady,EARNING,Cash,2400,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2208,BossLady,EARNING,Cash,42000,"Direct Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2209,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 15:25:55"
2210,BCM01,EARNING,Cash,1200,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2211,BossLady,EARNING,Cash,7200,"Indirect Referral Bonus From EDDYNERO1.","2024-09-07 15:25:55"
2212,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 14:53:30"
2213,BCM01,EARNING,Cash,1125,"Indirect Referral Bonus From Adiaha","2024-09-07 14:53:30"
2214,BossLady,EARNING,Cash,19687.5,"Direct Referral Bonus From Adiaha","2024-09-07 14:53:30"
2215,BCM3,EARNING,Cash,562.5,"Indirect Referral Bonus From Adiaha","2024-09-07 14:53:30"
2216,BossLady,EARNING,Cash,3375,"Indirect Referral Bonus From Adiaha","2024-09-07 14:53:30"
2217,BCM1,EARNING,Cash,281.25,"Indirect Referral Bonus From Adiaha","2024-09-07 14:53:30"
2218,BossLady,EARNING,Cash,1687.5,"Indirect Referral Bonus From Adiaha","2024-09-07 14:53:30"
2219,BCM1,EARNING,Cash,50,"Personal Discount Bonus","2024-09-07 14:37:28"
2220,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2221,AUSTINLAHOR,EARNING,Cash,37.5,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2222,OSONGAMA12,EARNING,Cash,225,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2223,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2224,BossLady,EARNING,Cash,37.5,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2225,EDDYNERO1,EARNING,Cash,150,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2226,Nenadi01,EARNING,Cash,2625,"Direct Referral Bonus From SWANTY","2024-09-07 14:19:27"
2227,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 14:19:27"
2228,BCM01,EARNING,Cash,37.5,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2229,Adiaha,EARNING,Cash,75,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2230,Nenadi01,EARNING,Cash,375,"Indirect Referral Bonus From SWANTY","2024-09-07 14:19:27"
2231,BossLady,EARNING,Cash,7200,"Indirect Referral Bonus From AUSTINLAHOR","2024-09-07 14:00:19"
2232,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 14:00:19"
2233,BCM01,EARNING,Cash,3600,"Indirect Referral Bonus From AUSTINLAHOR","2024-09-07 14:00:19"
2234,BCM3,EARNING,Cash,2400,"Indirect Referral Bonus From AUSTINLAHOR","2024-09-07 14:00:19"
2235,BossLady,EARNING,Cash,42000,"Direct Referral Bonus From AUSTINLAHOR","2024-09-07 14:00:19"
2236,BCM1,EARNING,Cash,1200,"Indirect Referral Bonus From AUSTINLAHOR","2024-09-07 14:00:19"
2237,Saviour,EARNING,Cash,6125,"Direct Referral Bonus From Daviso","2024-09-07 10:34:48"
2238,Saviour,EARNING,Cash,875,"Indirect Referral Bonus From Daviso","2024-09-07 10:34:48"
2239,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-07 10:34:48"
2240,Olublessed2,EARNING,Cash,525,"Indirect Referral Bonus From Daviso","2024-09-07 10:34:48"
2241,Amblessed,EARNING,Cash,175,"Indirect Referral Bonus From Daviso","2024-09-07 10:34:48"
2242,Worldbest,EARNING,Cash,7000,"Team Bonus Earnings From Level 12 - Daviso","2024-09-07 10:34:33"
2243,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2244,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2245,Favour,EARNING,Cash,350,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2246,mercydollars01,EARNING,Cash,6125,"Direct Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2247,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-07 09:48:44"
2248,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2249,scentsbymimi,EARNING,Cash,175,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2250,mercydollars01,EARNING,Cash,875,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2251,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2252,Flourishoasis,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2253,Gedonigram,EARNING,Cash,525,"Indirect Referral Bonus From mercydollars03","2024-09-07 09:48:44"
2254,Gedonigram,EARNING,Cash,7000,"Team Bonus Earnings From Level 2 - mercydollars03","2024-09-07 09:48:24"
2255,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2256,Flourishoasis,EARNING,Cash,87.5,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2257,Gedonigram,EARNING,Cash,525,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2258,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2259,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2260,Favour,EARNING,Cash,350,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2261,mercydollars01,EARNING,Cash,6125,"Direct Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2262,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-07 09:38:29"
2263,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2264,scentsbymimi,EARNING,Cash,175,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2265,mercydollars01,EARNING,Cash,875,"Indirect Referral Bonus From Moredollars02","2024-09-07 09:38:29"
2266,Flourishoasis,EARNING,Cash,7000,"Team Bonus Earnings From Level 5 - Moredollars02","2024-09-07 09:38:09"
2267,Flourishoasis,EARNING,Cash,175,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2268,Gedonigram,EARNING,Cash,1050,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2269,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2270,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2271,Favour,EARNING,Cash,525,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2272,BCM1,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2273,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2274,scentsbymimi,EARNING,Cash,350,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2275,Gedonigram,EARNING,Cash,6125,"Direct Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2276,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-07 09:23:52"
2277,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From mercydollars01","2024-09-07 09:23:52"
2278,BossLady,EARNING,Cash,37.5,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2279,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2280,EDDYNERO1,EARNING,Cash,150,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2281,BossLady,EARNING,Cash,2625,"Direct Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2282,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-07 07:48:03"
2283,Adiaha,EARNING,Cash,75,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2284,BCM01,EARNING,Cash,37.5,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2285,BossLady,EARNING,Cash,450,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2286,AUSTINLAHOR,EARNING,Cash,37.5,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2287,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2288,OSONGAMA12,EARNING,Cash,225,"Indirect Referral Bonus From PRINCESS UWAOMA","2024-09-07 07:48:03"
2289,BossLady,EARNING,Cash,5000,"Team Bonus Earnings From Level 6 - PRINCESS UWAOMA","2024-09-07 07:47:52"
2290,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2291,BCM1,EARNING,Cash,37.5,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2292,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2293,scentsbymimi,EARNING,Cash,150,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2294,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-07 07:43:04"
2295,Kemsy,EARNING,Cash,37.5,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2296,Flourishoasis,EARNING,Cash,75,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2297,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:04"
2298,Favour,EARNING,Cash,225,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:03"
2299,Christiana,EARNING,Cash,2625,"Direct Referral Bonus From Christiana03","2024-09-07 07:43:03"
2300,Christiana,EARNING,Cash,375,"Indirect Referral Bonus From Christiana03","2024-09-07 07:43:03"
2301,Favour,EARNING,Cash,5000,"Team Bonus Earnings From Level 2 - Christiana03","2024-09-07 07:42:42"
2302,Favour,EARNING,Cash,6125,"Direct Referral Bonus From Christiana","2024-09-07 07:34:17"
2303,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From Christiana","2024-09-07 07:34:17"
2304,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From Christiana","2024-09-07 07:34:17"
2305,Favour,EARNING,Cash,1050,"Indirect Referral Bonus From Christiana","2024-09-07 07:34:17"
2306,BCM1,EARNING,Cash,87.5,"Indirect Referral Bonus From Christiana","2024-09-07 07:34:17"
